name,Fold_change,log2FC,Pvalue,VIP,regulated
Oxyphencyclimine,0.050973888,-4.294097801,7.91E-09,1.884529827,down
Lipoxin A4,0.050195732,-4.316291492,1.19E-05,1.769922494,down
PE(14:0/P-18:0),0.049388237,-4.339688713,0.012439475,1.235983382,down
"PE(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",0.047959545,-4.382038232,0.007377367,1.286933124,down
Grepafloxacin,0.047369049,-4.399911485,1.04E-05,1.770348191,down
Ebastine,0.047182199,-4.405613541,1.25E-05,1.803263803,down
Quassin,0.046667952,-4.421424018,1.14E-07,1.885802544,down
"Estrone-2,3-quinone",0.045505589,-4.457812429,0.037652427,1.036319049,down
(S)-3-Octanol glucoside,0.044956333,-4.47533182,2.24E-06,1.821503182,down
5-(4'-Hydroxyphenyl)-gamma-valerolactone-4'-O-glucuronide,0.042670357,-4.550622022,3.25E-08,1.888291768,down
Norendoxifen,0.038578486,-4.696059671,0.000219001,1.649966705,down
Cervonyl carnitine,0.034921367,-4.839746163,0.000152487,1.681810978,down
Zanthodioline,0.033841239,-4.885073802,2.25E-07,1.875551912,down
TG(14:1(9Z)/18:1(11Z)/20:2n6),0.032470088,-4.944744891,0.000298015,1.613294584,down
"TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]",0.03088669,-5.016870915,0.000107218,1.684277716,down
"(E,E)-Piperlonguminine",0.029405227,-5.087783547,0.002170387,1.462246273,down
Thiamine,0.028490158,-5.133392547,1.05E-07,1.877832181,down
13-HPODE(1-),0.027292611,-5.195345747,4.05E-06,1.822066618,down
Niazirin,0.026672601,-5.228497654,0.012483253,1.235382986,down
Norcapsaicin,0.023574029,-5.406657814,9.20E-06,1.781211089,down
Ovalicin,0.023159573,-5.432247508,0.002947076,1.422790918,down
"(22E,24R)-Stigmasta-4,22-diene-3,6-dione",0.02275811,-5.457475418,5.66E-07,1.853443102,down
"(3S,5R,6R,6'S)-6,7-Didehydro-5,6-dihydro-3,5,6'-trihydroxy-13,14,20-trinor-3'-oxo-beta,epsilon-caroten-19',11'-olide 3-acetate",0.021361665,-5.548832117,0.021264595,1.120528815,down
Histidinyl-Lysine,0.020237289,-5.626840144,0.023451744,1.134281647,down
Enprofylline,0.018089602,-5.788695554,3.67E-07,1.867080848,down
Menthol-glucoronide,0.016109338,-5.955958965,0.031902751,1.085544629,down
Physagulin F,0.015941341,-5.971083157,0.001772345,1.485086067,down
Dihydroretrofractamide B,0.015725858,-5.990717478,0.000765869,1.560613494,down
1b-Hydroxycholic acid,0.014196051,-6.138366527,8.92E-07,1.847206244,down
"(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid",0.014190982,-6.138881728,0.000540361,1.597548265,down
Lysyl-Methionine,0.011665819,-6.421568575,1.55E-06,1.835770248,down
3'-Hydroxybuspirone,0.009605362,-6.701944341,0.000309657,1.629755997,down
()-2-Propylthiazolidine,0.008496114,-6.878981227,1.31E-06,1.843200821,down
Monocrotaline,0.008039328,-6.958709443,5.34E-07,1.867160751,down
L-Lysopine,0.007391068,-7.080001489,0.000505353,1.602660775,down
Daidzein,0.006787793,-7.202841739,0.020235287,1.152180315,down
"beta,2-Dihydroxy-4,6-dimethoxy-3-methylchalcone",0.006273276,-7.316565252,0.002845355,1.424848198,down
"6S,9R-Dihydroxy-4,7E-megastigmadien-3-one 9-[apiosyl-(1->6)-glucoside]",0.005969903,-7.388076811,0.000119733,1.686110639,down
6-Cinnamoyl-1-galloylglucose,0.005861771,-7.414447713,1.88E-06,1.832073755,down
"PGP(16:0/18:2(9Z,12Z))",0.005425782,-7.525953193,0.009760698,1.271163132,down
"2-Geranyl-2',3,4,4'-tetrahydroxydihydrochalcone",0.004136913,-7.917229724,0.011555106,1.23915953,down
Ethyl 7-epi-12-hydroxyjasmonate glucoside,0.004100119,-7.930118551,1.56E-07,1.890910371,down
Pandamarilactonine A,0.004064236,-7.942799936,0.000613064,1.585194606,down
"7a,12a-Dihydroxy-3-oxo-4-cholenoic acid",0.003097388,-8.334732196,1.85E-05,1.774372297,down
Kinetensin,0.003040556,-8.361449067,0.000328296,1.644687808,down
Licoricesaponin E2,0.00274203,-8.510540008,0.000590154,1.597622198,down
Naematolone,0.002150297,-8.861248123,6.94E-07,1.854409571,down
beta-D-Xylopyranosyl-(1->5)-alpha-L-arabinofuranosyl-(1->3)-L-arabinose,0.001670074,-9.225872671,7.69E-09,1.916173876,down
Biocytin,0.000785131,-10.31477949,0.033948684,1.066883242,down
Geniposidic acid,0.00065375,-10.57897379,3.23E-05,1.763215312,down
(R)-4'-phosphonatopantothenate(3-),0.000601709,-10.69864696,0.041603729,1.020966257,down
3-Hydroxyisovalerylcarnitine,0.000459935,-11.08628212,0.043889084,1.02199828,down
Lamivudine-monophosphate,5.37E-05,-14.18369314,5.45E-06,1.812122548,down
Talinumoside I,1.75E-05,-15.8050954,0.000392227,1.632101244,down
Pyrimethamine,8.37E-06,-16.86560265,7.19E-09,1.909134653,down
Dehydroepiandrosterone,8321.590649,13.02264361,0.245673945,0.628115531,unchanged
Eupatilin,1730.879002,10.75728916,0.266066095,0.574578609,unchanged
23-Acetoxysoladulcidine,79.92060383,6.320495578,0.352351891,0.442705872,unchanged
22-Angeloylbarringtogenol C,40.82068859,5.351228614,0.282707996,0.560491027,unchanged
Momordicinin,31.39332232,4.972385811,0.306942863,0,unchanged
12-Hydroxynevirapine glucuronide,25.18091695,4.654258914,0.178872353,0.702307524,unchanged
Validamycin A,20.57058896,4.362511195,0.099817028,0.85041105,unchanged
"1-Phenyl-1,3-pentadecanedione",18.76981586,4.230342592,0.097655597,0.806531761,unchanged
Vidarabine,18.67396089,4.222956062,0.120822221,0.750669971,unchanged
Dihydrocycloartomunin,18.3931332,4.201095353,0.201773307,0.666457994,unchanged
Eucaglobulin,16.12603613,4.011319955,0.102399451,0.787514113,unchanged
"3b-Hydroxy-6b-(3-chloro-2-hydroxy-2-methylbutanoyloxy)-7(11)-eremophilen-12,8b-olide",14.33666141,3.841637196,0.188617764,0.688122232,unchanged
Spirapril,13.83962095,3.790732525,0.192568385,0.647276023,unchanged
Guanosine,12.17424825,3.605760785,0.159896932,0.688365247,unchanged
"(3beta,5alpha,6alpha,22E,24R)-Ergosta-7,9(11),22-triene-3,5,6-triol",11.45956176,3.518479968,0.389387195,0,unchanged
13-Hydroxy-5'-O-methylmelledonal,8.275406852,3.048830242,0.038913354,0.987324316,unchanged
"3,7-Bisaboladiene-2,8-dione",8.172219182,3.030727898,0.360854071,0.447950931,unchanged
Uridine 5'-diphosphate,8.048349946,3.008693036,0.046676485,0.956247733,unchanged
Allopurinol,6.542836477,2.709916214,0.055469074,0.925326124,unchanged
Hypoxanthine,6.311830723,2.658058514,0.038876781,0.985468694,unchanged
Lactyltrimethylammonium betaine,6.25229444,2.644385721,0.097916354,0.814146428,unchanged
"PE(18:3(9Z,12Z,15Z)/P-16:0)",6.016021627,2.588809753,0.326459352,0.525733767,unchanged
lysoPC(26:0),5.306771049,2.407834308,0.42553185,0.421391993,unchanged
Niazinin A,5.054965103,2.337701132,0.256574998,0.555741012,unchanged
"DG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",4.509056608,2.172825622,0.246315444,0.588266884,unchanged
"(R)-1-O-[b-D-Apiofuranosyl-(1->2)-b-D-glucopyranoside]-1,3-octanediol",4.503218871,2.170956599,0.168416694,0.691223645,unchanged
"(3S,3'R,4xi)-beta,beta-Carotene-3,3',4-triol",4.474166455,2.161618931,0.454109922,0.402349505,unchanged
2-(2-Methylpropyl)thiazole,3.946759561,1.980668632,0.120772273,0.804839413,unchanged
Apo-10'-violaxanthal,3.888856405,1.959345965,0.170039481,0.719156185,unchanged
Cyanidin 3-(3-glucosyl-6-malonylglucoside) 4'-glucoside,3.734630462,1.900965497,0.126572691,0.740965408,unchanged
"17beta-Estradiol-3,4-quinone",3.692271141,1.884508501,0.492178528,0.330428038,unchanged
CPA(18:0/0:0),3.48913104,1.802867781,0.106362631,0.839636708,unchanged
Santalyl phenylacetate,3.399310407,1.765242107,0.07332383,0.911552265,unchanged
2-Methyl-4-(1-methylethyl)thiazole,3.053880298,1.610643515,0.149327659,0.671106469,unchanged
O-Desmethyl-tramado glucuronide,3.050709649,1.609144878,0.085447197,0.887852392,unchanged
Actinonin,3.004329011,1.587042814,0.338207853,0.528128287,unchanged
6-O-Acetylaustroinulin,2.993815346,1.581985241,0.058877413,0.887374889,unchanged
10-Oxo-11-octadecen-13-olide,2.972903802,1.571872781,0.529376769,0.336883419,unchanged
L-saccharopinate(1-),2.940830249,1.556223511,0.0639307,0.902349514,unchanged
3-hydroxydecanoyl carnitine,2.774794976,1.472381177,0.273251206,0.584749621,unchanged
Isofumonisin B1,2.772954685,1.47142404,0.038854508,0.958436039,unchanged
Ichangic acid 17-beta-D-glucopyranoside,2.676254764,1.420215459,0.29626601,0.470820889,unchanged
Turmeronol B,2.646609102,1.404145128,0.270414821,0.562608217,unchanged
Gamma-Aminobutyryl-lysine,2.606928111,1.3823508,0.102407247,0.803183299,unchanged
Asparagoside A,2.594602379,1.375513463,0.040215253,0.929513596,unchanged
Taurocholate,2.594398387,1.375400032,0.093634589,0.849984232,unchanged
N-(1-Deoxy-1-fructosyl)histidine,2.571913873,1.362842331,0.357644264,0.391264837,unchanged
Capecitabine,2.391189375,1.257728392,0.073537068,0.861707477,unchanged
Gancaonin P,2.382756885,1.252631759,0.037913417,0.982411627,unchanged
15-keto-PGF1alpha,2.349113442,1.232116385,0.159448316,0.724432906,unchanged
Cardanolmonoene,2.331640035,1.221345078,0.264114308,0.571813114,unchanged
Pyranocyanin A,2.311503864,1.208831774,0.095655073,0.803977006,unchanged
Myricanol 5-laminaribioside,2.253406699,1.172107717,0.321507212,0.461883928,unchanged
Lotaustralin,2.223993915,1.153152841,0.312087421,0.555088163,unchanged
Sulfolithocholylglycine,2.223526217,1.152849415,0.245197425,0.615842941,unchanged
Bismahanine,2.194219737,1.13370801,0.04899528,0.938644766,unchanged
"DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)",2.159841118,1.110925189,0.043159182,0.986979761,unchanged
Gentian Violet,2.157026892,1.109044163,0.228758814,0.642304036,unchanged
Corchoroside A,2.146860143,1.10222821,0.215655349,0.603314586,unchanged
Nb-Arachidoyltryptamine,2.145063237,1.10102018,0.041084668,0.910887368,unchanged
2-O-Feruloylhydroxycitric acid,2.123280468,1.086294952,0.456368341,0.40372241,unchanged
LysoPE(0:0/18:1(11Z)),2.102263617,1.07194359,0.181614172,0.686521225,unchanged
Ramiprilat,2.101197676,1.071211894,0.059709377,0.894235432,unchanged
5-Fluorouridine,2.084535004,1.059725598,0.36176333,0.466013552,unchanged
Lycophyll,2.066110637,1.04691751,0.295328168,0.546429247,unchanged
Prostaglandin F1a,2.062501035,1.044394844,0.068105064,0.901117032,unchanged
N-Acetoxymethylflindersine,2.057287686,1.040743551,0.271754188,0.551848468,unchanged
Tanacetol A,2.037288476,1.026650277,0.417171847,0.399552851,unchanged
"PE(15:0/20:2(11Z,14Z))",2.033524874,1.023982638,0.122292451,0.740045099,unchanged
"2,4-Toluenediamine",2.026873223,1.019255854,0.217302009,0.60590773,unchanged
(S)-Rutaretin,2.012655482,1.009100239,0.154808936,0.725229633,unchanged
"1,2-Di-O-myristoyl-3-O-(6-sulfoquinovopyranosyl)glycerol",2.00567546,1.004088181,0.04169571,0.967553721,unchanged
dCMP,1.998524648,0.998935366,0.0012132,1.447294184,unchanged
Cytochalasin Npho,1.99585493,0.997006861,5.85E-05,1.67383763,unchanged
Astin I,1.981501997,0.986594422,9.91E-07,1.731185415,unchanged
Alkaloid RC,1.976914125,0.983250203,0.29892921,0.439694404,unchanged
Seselin,1.975637904,0.982318553,0.337100491,0.436534498,unchanged
Stearoylcarnitine,1.972531603,0.980048415,4.78E-06,1.689226764,unchanged
15-Hexadecanolide,1.967865401,0.976631546,0.003969451,1.334009749,unchanged
Americine,1.964938301,0.974484012,0.18287995,0.626784626,unchanged
Cer(d18:0/23:0),1.961051195,0.971627199,0.000632445,1.468167646,unchanged
"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-b-D-glucosyl ester",1.956869117,0.968547266,0.000347349,1.453418705,unchanged
"PC(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))",1.929432598,0.948176646,4.67E-05,1.60953419,unchanged
Dalfopristin,1.926527789,0.946002997,0.282182671,0.515009273,unchanged
Cabergoline,1.918942204,0.94031126,0.000384195,1.46627453,unchanged
Thiolutin,1.913623674,0.936307143,0.050770763,0.926106944,unchanged
Germanicol cinnamate,1.912587375,0.935525658,0.655313715,0,unchanged
Jasmine ketolactone,1.911680024,0.934841066,0.003695953,1.255598853,unchanged
Sphingosine 1-phosphate (d16:1-P),1.893720726,0.921223587,0.000458132,1.488108727,unchanged
"3,4-DHPEA-EA",1.88826307,0.917059773,0.052633946,0.917088496,unchanged
Ascorbic acid-2-sulfate,1.887575609,0.916534435,0.057852497,0.932634188,unchanged
2-Hydroxyestradiol-3-methyl ether,1.885909294,0.915260289,0.017398291,1.063760493,unchanged
Taurodeoxycholic acid,1.884969779,0.914541394,0.039829004,0.964559051,unchanged
2-Tetradecylcyclobutanone,1.876831419,0.90829907,0.001589185,1.37916128,unchanged
1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose,1.868476988,0.901862796,0.002998114,1.272016769,unchanged
pyroglutamine,1.86554786,0.899599373,0.024901141,1.004303347,unchanged
Nimodipine,1.863677542,0.898152263,0.116969041,0.737191913,unchanged
3'-Sialyllactosamine,1.857794537,0.893590956,0.15031933,0.673366609,unchanged
Sotalol,1.855308579,0.891659159,0.058964811,0.917167073,unchanged
Ile-Ala-Arg,1.846349983,0.884676047,0.256486,0.606556832,unchanged
L-Tyrosine,1.844301449,0.883074482,0.195886038,0.625847158,unchanged
L-cis-3-Amino-2-pyrrolidinecarboxylic acid,1.835692676,0.876324549,0.053177436,0.910679439,unchanged
Ramelteon,1.818820516,0.863003183,0.296117179,0.517979996,unchanged
Artocarpesin,1.811479775,0.857168698,0.210024302,0.60175475,unchanged
"1-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphate",1.804251593,0.851400528,0.000511657,1.498618323,unchanged
Isepamicin,1.800107065,0.848082716,0.092808396,0.792113615,unchanged
Nonadeca-10(Z)-enoic acid,1.794215331,0.843353044,0.000364323,1.439439547,unchanged
Pentoxifylline,1.787818475,0.83820026,0.23114332,0.575479835,unchanged
CMP-2-aminoethylphosphonate,1.783644928,0.834828445,0.065678982,0.884712492,unchanged
Diosbulbin D,1.781934221,0.833444082,0.520557937,0.35075449,unchanged
4b-Hydroxystanozolol,1.778802639,0.83090645,0.066349902,0.894743007,unchanged
3-O-trans-Feruloyleuscaphic acid,1.776915034,0.829374698,0.072109574,0.876030496,unchanged
Alpha-Linolenoyl ethanolamide,1.775225242,0.828002086,4.85E-06,1.682688859,unchanged
Ranupenin 3-rutinoside,1.774665047,0.827546754,0.591267864,0.257608743,unchanged
Moschamine,1.774351939,0.827292194,0.026709176,0.998171377,unchanged
Kanokoside D,1.774084626,0.827074829,0.211421956,0.601111741,unchanged
Docosatrienoic acid,1.774063488,0.82705764,0.104261543,0.806289851,unchanged
3-alpha-Androstanediol glucuronide,1.773572284,0.82665813,0.023880615,1.045084084,unchanged
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",1.768398595,0.822443493,0.096870757,0.771397471,unchanged
"3,5,7-Octatriyn-1-ol",1.767571702,0.82176874,0.00017226,1.505584646,unchanged
Citronellyl anthranilate,1.767096224,0.821380601,0.032643489,1.006441645,unchanged
"(4E,9a)-9-(3-Methyl-2E-pentenoyloxy)-4,10(14)-oplopadien-3-one",1.761164216,0.816529436,0.015285989,1.092238887,unchanged
"24,25-Dihydroxyvitamin D",1.752894624,0.809739271,0.080072223,0.839737768,unchanged
Nicotine glucuronide,1.744677426,0.802960321,0.07832448,0.845025445,unchanged
Tobramycin,1.741911395,0.800671241,0.059427127,0.944448417,unchanged
Cardoltriene,1.738408848,0.797767422,0.174225709,0.685335693,unchanged
N-di-Demethyl roxithromycin,1.726940268,0.788218183,0.001489346,1.390487886,unchanged
Persenone B,1.723592103,0.785418393,1.62E-05,1.610753675,unchanged
20-Hydroxy-leukotriene B4,1.716837319,0.779753342,0.152389462,0.717479119,unchanged
Crocin 3,1.710833415,0.77469929,0.112424577,0.73011112,unchanged
Ganoderic acid L,1.707441787,0.771836392,0.134226147,0.726328057,unchanged
Ganglioside GM3 (d18:0/14:0),1.707087829,0.771537286,0.014283249,1.174987669,unchanged
"17,23-Epoxy-29-hydroxy-27-norlanost-8-ene-3,15,24-trione",1.703328085,0.768356345,0.067093506,0.868216611,unchanged
Ampeloside Bf2,1.701252207,0.766597033,0.09549296,0.805627149,unchanged
4-Phenyl-2-butenal,1.696482419,0.76254648,0.396699588,0.403767686,unchanged
Pectachol,1.693553545,0.760053602,0.008986203,1.144591009,unchanged
Isolinderanolide,1.690880698,0.757774872,3.41E-05,1.608305887,unchanged
Indinavir,1.690218342,0.757209626,0.037792013,0.997317794,unchanged
Leukotriene E4,1.690119662,0.757125394,0.18996458,0.628162997,unchanged
Glycinoeclepin B,1.689279344,0.756407916,0.086224348,0.811670713,unchanged
Androstenedione,1.686836692,0.754320308,0.137900821,0.705683002,unchanged
Trihexosylceramide (d18:1/25:0),1.686637117,0.754149608,0.165823188,0.687696638,unchanged
MG(0:0/22:0/0:0),1.686363878,0.75391587,0.000530097,1.388700706,unchanged
5'-Methoxycurcumin,1.683736198,0.751666119,0.038140339,0.94626864,unchanged
Armillarin,1.678912602,0.747527131,0.128838576,0.718145467,unchanged
Amphotericin B,1.674075532,0.743364622,0.000453093,1.454743168,unchanged
Floionolic acid,1.672053414,0.741620935,0.713285431,0.208195963,unchanged
Physalin D,1.671689169,0.741306621,0.108767263,0.723328078,unchanged
Mauritine A,1.669610195,0.739511315,0.265553643,0.590949723,unchanged
Corchoionol C 9-glucoside,1.669266782,0.739214544,0.182566721,0.677457784,unchanged
Arborinine,1.66597022,0.736362612,0.018785667,1.02222064,unchanged
RPR123142,1.660480356,0.731600655,0.032324134,0.98434767,unchanged
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",1.658788361,0.730129829,0.000430975,1.544186115,unchanged
Artocarbene,1.65821962,0.729635095,0.393120718,0.381626088,unchanged
"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone 3-O-glucuronide",1.657833444,0.729299072,0.125548132,0.745072378,unchanged
N-(1-Deoxy-1-fructosyl)leucine,1.655185909,0.726993268,0.112479963,0.708871202,unchanged
Salicin,1.651304993,0.723606608,0.138448366,0.669011439,unchanged
"(R)-3,4-Dihydro-8-hydroxy-3-tridecyl-1H-2-benzopyran-1-one",1.650060196,0.722518656,0.04782466,0.979731407,unchanged
alpha-Irone,1.649600122,0.722116345,0.023433647,1.019239256,unchanged
Eremopetasitenin A1,1.647496713,0.720275587,0.742176812,0.17226029,unchanged
1-Undecanol,1.640908307,0.714494624,0.515047753,0.361919893,unchanged
5'-phosphoribosyl-a-N-formylglycineamidine,1.640736538,0.714343596,0.001770809,1.317244324,unchanged
Hydroxyprolyl-Lysine,1.639960254,0.713660851,0.029130133,1.012665556,unchanged
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))",1.639407716,0.713174693,0.002890349,1.307930987,unchanged
CD 1790,1.637551999,0.711540719,0.041726609,0.931980216,unchanged
Norethindrone,1.637179046,0.711212107,0.016876585,1.076366269,unchanged
2-(3-Hydroxyphenyl)ethanol 1'-glucoside,1.632992023,0.707517743,0.098286598,0.743069199,unchanged
2-Methylguanosine,1.631073901,0.705822149,0.419715924,0.377476647,unchanged
Fluocinolone Acetonide,1.629725205,0.704628726,0.079834551,0.821526861,unchanged
Amdinocillin,1.62751403,0.70266998,0.008434251,1.220381602,unchanged
Ganglioside GM3 (d18:1/18:1(11Z)),1.627388736,0.70255891,0.426849453,0.406330406,unchanged
xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one,1.625842511,0.701187516,0.00291224,1.288895352,unchanged
Coprocholic acid,1.62212868,0.69788827,0.149969711,0.719924939,unchanged
Lansiol,1.609473855,0.686589141,0.099526147,0.76665039,unchanged
3-Pentadecylphenol,1.608568818,0.685777659,0.296269302,0.543146941,unchanged
"PS(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1.606689157,0.684090841,0.052113014,0.884788457,unchanged
Ganoderic acid alpha,1.605061624,0.682628688,0.259639239,0.499618625,unchanged
Sumatriptan,1.603937605,0.68161802,0.001446046,1.349239338,unchanged
VPGPR Enterostatin,1.60288968,0.680675135,0.031906287,0.968940427,unchanged
Cycloalliin,1.599728287,0.677826885,0.028745807,0.998788565,unchanged
Hygromycin B,1.59747273,0.675791304,0.118688415,0.72755787,unchanged
"PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1.594345454,0.672964258,0.141914146,0.714855454,unchanged
Cyclopassifloside II,1.593736917,0.672413499,0.002591985,1.326913409,unchanged
Zanamivir,1.59333085,0.672045869,0.113176572,0.775983917,unchanged
Schidigerasaponin C2,1.592403834,0.67120625,0.299189494,0.495803537,unchanged
[6]-Gingerdione,1.588295243,0.667479115,0.229158211,0.613732993,unchanged
Myricanol 5-[arabinosyl-(1->6)-glucoside],1.588109714,0.667310584,0.529192705,0.305893525,unchanged
Withaperuvin C,1.583532505,0.663146481,0.074215119,0.835848513,unchanged
"S-(9-deoxy-delta9,12-PGD2)-glutathione",1.579256509,0.659245519,0.496200188,0.319602066,unchanged
APGPR Enterostatin,1.572077676,0.652672503,0.763473223,0.141650037,unchanged
"1,4-Benzothiazine-O-quinonimine",1.57132115,0.651978072,0.340327858,0.435673454,unchanged
Phenylalanyl-Gamma-glutamate,1.564934691,0.646102451,0.102697398,0.781929342,unchanged
Soyasaponin I,1.559306425,0.640904465,0.000983099,1.362454914,unchanged
Quinapril,1.558602115,0.640252679,0.109001907,0.74035861,unchanged
