name,mND1,mND2,mND3,mND4,mND5,mND6,mND7,mND8,mND9,mHFD1,mHFD2,mHFD3,mHFD4,mHFD5,mHFD6,mHFD7,mHFD8,mHFD9
"12-Oxo-2,3-dinor-10,15-phytodienoic acid",9.76E-06,7.99E-06,6.45E-06,1.22E-05,1.27E-05,8.78E-06,8.39E-06,9.07E-06,5.13E-06,3.83E-06,5.31E-06,3.20E-06,3.13E-06,4.75E-06,6.31E-06,4.44E-06,2.33E-06,9.73E-07
Phytal,1.69E-05,1.34E-05,1.79E-05,1.86E-05,1.72E-05,1.75E-05,1.93E-05,1.62E-05,1.69E-05,1.52E-05,1.45E-05,1.59E-05,1.60E-05,1.69E-05,1.42E-05,1.95E-05,1.87E-05,1.77E-05
"2,4-Hexadienyl acetate",3.30E-06,2.95E-06,3.69E-06,3.69E-06,2.55E-06,3.66E-06,3.59E-06,3.57E-06,3.57E-06,1.35E-06,1.66E-06,1.33E-06,1.39E-06,1.60E-06,2.92E-06,1.91E-06,2.01E-06,2.35E-06
Nookatone,2.49E-05,2.23E-05,2.74E-05,2.90E-05,2.68E-05,2.78E-05,3.01E-05,2.72E-05,2.76E-05,2.41E-05,2.46E-05,2.47E-05,2.68E-05,2.55E-05,1.96E-05,3.26E-05,2.92E-05,2.66E-05
12-hydroxyicosanoic acid,0.002245602,0.001808707,0.002164803,0.001842996,0.002412469,0.002110216,0.002159137,0.001999623,0.002299087,0.001793257,0.001749825,0.001846961,0.002033916,0.001986857,0.001859899,0.002521187,0.002586529,0.002275119
Ubiquinone-1,6.34E-07,5.76E-07,5.03E-07,8.59E-07,1.34E-06,1.06E-06,6.16E-07,1.04E-06,5.95E-07,7.36E-06,1.63E-05,1.22E-05,9.74E-06,1.34E-05,1.65E-05,1.74E-05,1.36E-05,9.52E-06
4-Ethylbenzoic acid,3.84E-06,2.67E-06,3.88E-06,4.69E-06,3.24E-06,3.75E-06,8.62E-06,3.80E-06,4.72E-06,1.63E-06,3.77E-06,2.68E-06,1.63E-06,3.25E-06,1.95E-06,2.59E-06,7.17E-06,3.54E-06
Cyclododecanone,1.44E-05,1.53E-05,1.51E-05,1.54E-05,1.72E-05,1.57E-05,1.59E-05,1.81E-05,1.48E-05,1.47E-05,1.52E-05,1.44E-05,1.47E-05,1.76E-05,1.49E-05,1.76E-05,2.03E-05,1.85E-05
20-Hydroxy-leukotriene B4,9.66E-06,7.76E-06,1.55E-05,1.86E-06,3.03E-06,8.96E-06,1.79E-05,6.61E-06,3.80E-06,5.17E-06,7.84E-06,1.51E-05,5.28E-06,2.40E-05,6.69E-06,3.29E-05,2.47E-05,7.17E-06
2-Heptadecylfuran,4.86E-05,1.56E-05,2.87E-05,1.85E-05,2.29E-05,2.27E-05,2.41E-05,1.44E-05,1.80E-05,1.49E-05,2.48E-05,1.62E-05,1.65E-05,1.86E-05,2.15E-05,3.01E-05,1.50E-05,1.57E-05
Eicosenoic acid,9.57E-05,5.77E-05,6.85E-05,6.27E-05,7.07E-05,7.09E-05,5.90E-05,3.23E-05,4.78E-05,6.20E-05,4.65E-05,6.89E-05,6.92E-05,4.91E-05,5.87E-05,6.31E-05,8.35E-05,6.60E-05
"2-Propenyl 2,4-hexadienoate",3.64E-06,3.22E-06,3.98E-06,3.97E-06,3.26E-06,3.91E-06,3.88E-06,3.43E-06,3.61E-06,1.73E-06,2.05E-06,1.84E-06,1.92E-06,2.38E-06,2.88E-06,1.57E-06,2.22E-06,2.79E-06
(R)-3-Hydroxy-hexadecanoic acid,0.000745255,0.00074121,0.000775266,0.000805129,0.000979473,0.000824679,0.000881671,0.000874298,0.000763821,0.000706143,0.000786853,0.000748657,0.000703101,0.000916655,0.000817972,0.000972001,0.001101882,0.000972485
Aminochrome o-semiquinone,5.60E-05,0.000121796,7.59E-05,8.94E-05,9.96E-05,4.69E-05,6.55E-05,4.54E-05,2.26E-05,1.92E-05,5.12E-05,2.53E-05,2.36E-05,3.06E-05,4.58E-05,3.43E-05,3.78E-05,4.33E-05
1-Stearoylglycerophosphoglycerol,7.71E-06,5.17E-06,6.93E-06,2.83E-05,4.29E-05,1.19E-05,1.04E-05,6.16E-06,4.08E-06,3.33E-06,2.81E-06,2.25E-06,2.47E-06,2.56E-06,5.49E-06,2.37E-06,1.13E-06,1.82E-06
"(25R)-3beta,4beta-dihydroxycholest-5-en-26-oate(1-)",6.81E-06,6.43E-06,7.67E-06,7.47E-06,9.87E-06,6.89E-06,4.16E-06,5.36E-06,8.18E-06,6.86E-06,7.95E-06,3.52E-06,4.67E-06,8.75E-06,2.68E-06,1.14E-05,5.35E-06,5.04E-06
Glutaminyl-Lysine,7.52E-06,7.52E-06,8.14E-06,8.19E-06,8.15E-06,8.35E-06,8.55E-06,8.04E-06,7.93E-06,7.80E-06,7.19E-06,7.06E-06,7.54E-06,7.23E-06,7.08E-06,8.09E-06,9.27E-06,7.84E-06
Paullinic acid,2.90E-06,1.31E-06,3.01E-06,1.85E-06,2.65E-06,2.40E-06,2.32E-06,2.56E-06,2.70E-06,2.48E-06,5.70E-06,2.60E-06,2.60E-06,4.22E-06,5.94E-06,3.05E-06,2.09E-06,1.83E-06
Antibiotic SB 202742,7.42E-06,1.21E-05,4.26E-06,1.61E-05,1.27E-05,3.23E-06,1.02E-06,1.79E-06,3.92E-06,2.10E-06,3.44E-06,2.55E-07,4.96E-06,2.48E-06,5.18E-06,8.36E-06,4.35E-07,1.85E-07
"[6]-Gingerdiol 3,5-diacetate",5.14E-07,3.69E-07,9.00E-07,0,0,4.09E-07,0,0,0,0,2.09E-07,7.09E-06,4.27E-07,5.07E-06,0,6.91E-06,5.06E-06,1.29E-06
(S)-Nerolidol 3-O-[a-L-rhamnopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside],2.40E-05,7.67E-06,6.61E-06,1.35E-05,3.35E-05,6.62E-06,5.88E-05,4.65E-05,5.48E-05,4.86E-05,2.61E-05,5.76E-05,6.25E-05,5.37E-05,1.71E-05,6.89E-05,8.02E-05,9.56E-05
"cis- and trans-2-Isobutyl-4-methyl-1,3-dioxolane",4.81E-06,3.83E-06,3.56E-06,3.34E-06,3.62E-06,3.61E-06,3.47E-06,3.21E-06,4.80E-06,3.52E-06,2.43E-06,2.39E-06,3.04E-06,3.26E-06,2.63E-06,3.53E-06,3.25E-06,3.34E-06
[10]-Shogaol,3.77E-06,2.67E-06,3.50E-06,0,0,1.95E-06,2.50E-06,2.02E-06,1.30E-07,1.03E-06,1.70E-06,2.75E-06,7.58E-07,2.39E-06,7.54E-07,3.86E-06,2.48E-06,2.33E-06
"10,20-Dihydroxyeicosanoic acid",0.002068766,0.002239659,0.002123709,0.002264732,0.002651925,0.002265346,0.002449486,0.002387651,0.002291803,0.001945972,0.002181348,0.002002537,0.002005818,0.002377635,0.002341144,0.002646846,0.003059433,0.002761434
Asparaginyl-Cysteine,1.92E-05,1.67E-05,1.85E-05,1.90E-05,2.08E-05,2.04E-05,1.95E-05,1.69E-05,1.71E-05,1.58E-05,1.73E-05,1.49E-05,1.73E-05,1.82E-05,1.65E-05,1.91E-05,1.97E-05,2.03E-05
Semilepidinoside B,9.59E-05,9.84E-05,6.77E-05,0.000255169,0.000375836,0.000113638,5.77E-05,0.000163295,9.92E-05,0.000242707,0.00018943,0.000180995,0.000183754,0.000303352,0.000338696,0.000130806,0.000166882,0.00030823
Androstenol,1.21E-05,1.14E-05,1.14E-05,1.17E-05,1.03E-05,1.03E-05,9.93E-06,8.85E-06,6.81E-06,7.16E-06,5.64E-06,6.40E-06,7.07E-06,6.40E-06,5.50E-06,6.23E-06,5.95E-06,5.12E-06
3-Hydroxyhexadecanoylcarnitine,5.56E-06,9.50E-06,8.49E-06,3.07E-06,1.44E-06,7.99E-06,6.54E-06,2.55E-06,2.02E-06,2.64E-06,3.60E-06,3.20E-06,3.94E-06,5.70E-06,5.41E-06,4.32E-06,3.31E-06,4.35E-06
Monocrotaline,1.03E-05,7.02E-06,7.79E-06,9.06E-06,8.70E-06,8.65E-06,8.38E-06,1.03E-05,4.64E-06,0,0,1.05E-07,0,4.02E-07,2.09E-08,7.37E-08,0,0
"5,10-Pentadecadien-1-ol",5.41E-06,4.08E-06,5.20E-06,2.80E-06,4.57E-06,3.74E-06,5.30E-06,5.43E-06,3.49E-06,2.86E-06,2.70E-06,3.21E-06,3.69E-06,3.37E-06,5.33E-06,9.09E-06,2.59E-06,4.37E-06
Ethylene brassylate,0.00011336,0.000186239,0.000179306,6.94E-05,4.98E-05,0.000100191,0.00017429,4.54E-05,6.97E-05,7.80E-05,6.86E-05,5.25E-05,5.88E-05,5.64E-05,0.000103405,6.37E-05,7.16E-05,6.36E-05
"4-(2-Furanylmethylene)-3,4-dihydro-2H-pyrrole",4.47E-05,4.97E-05,5.05E-05,4.59E-05,5.91E-05,4.80E-05,4.75E-05,4.03E-05,3.28E-05,3.94E-05,6.38E-05,4.46E-05,3.49E-05,5.69E-05,4.49E-05,3.84E-05,3.97E-05,4.60E-05
7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-one,1.92E-05,3.64E-05,3.59E-05,1.85E-05,1.58E-05,2.87E-05,3.19E-05,2.07E-05,2.80E-05,1.58E-05,2.14E-05,2.05E-05,1.72E-05,1.77E-05,3.33E-05,2.91E-05,2.25E-05,1.96E-05
Protopine,1.66E-05,1.72E-05,2.12E-05,1.70E-05,2.21E-05,1.99E-05,1.95E-05,1.17E-05,9.69E-06,1.17E-05,1.81E-05,6.83E-06,6.26E-06,1.75E-05,1.56E-05,9.17E-06,8.75E-06,1.18E-05
Palmitoleoyl Ethanolamide,9.80E-06,7.56E-06,7.85E-06,4.37E-06,9.11E-06,6.11E-06,5.12E-06,8.47E-06,6.20E-06,2.84E-06,7.51E-06,1.63E-05,7.70E-06,6.45E-06,9.14E-06,3.41E-06,1.22E-05,7.79E-06
Sphinganine,0.0001774,0.000152198,0.000192781,0.000192458,0.000193474,0.000193481,0.000195846,0.000177933,0.000192192,0.000179376,0.000172244,0.000181211,0.000183222,0.000185647,0.000160962,0.000225651,0.000206129,0.000195374
2-Hydroxymyristic acid,0.000631603,0.000649102,0.000649377,0.00065853,0.000751317,0.000685616,0.00066575,0.000788183,0.000640558,0.000593641,0.000654299,0.000599618,0.000613068,0.000750231,0.000644955,0.000779605,0.000889997,0.000794463
Isovestitol,2.46E-06,2.20E-06,2.50E-06,5.33E-06,7.33E-06,3.70E-06,2.51E-06,1.57E-06,1.28E-06,1.48E-06,2.88E-06,2.87E-06,2.01E-06,2.89E-06,1.86E-06,5.48E-06,4.87E-06,2.08E-06
L-Isoleucine,3.72E-06,2.94E-06,3.87E-06,2.99E-06,3.09E-06,3.29E-06,3.00E-06,2.82E-06,3.18E-06,2.56E-06,2.20E-06,2.59E-06,2.55E-06,2.27E-06,2.40E-06,3.25E-06,1.97E-06,1.93E-06
Psychosine sulfate,3.83E-07,2.12E-07,1.58E-07,1.77E-07,4.37E-07,3.51E-08,0,2.72E-07,1.16E-07,3.83E-08,1.97E-07,2.86E-07,0,0,0,4.06E-10,0,8.81E-08
2-Hydroxy-6-pentadecylbenzoic acid,1.05E-06,1.04E-06,4.25E-07,5.28E-07,5.33E-07,4.06E-07,7.39E-07,5.15E-07,3.12E-07,5.49E-07,1.30E-07,3.23E-07,2.00E-07,3.53E-07,8.89E-07,5.80E-07,1.24E-07,2.54E-07
"5b-Cholestane-3a,7a,12a,23R,25-pentol",0.000104159,0.000105725,0.000134437,8.47E-05,9.79E-05,0.000137348,0.00010679,0.000104257,9.44E-05,0.000110003,0.000113784,0.000129461,0.000115645,0.000177436,6.98E-05,0.000144779,0.000212086,0.000163772
"1,1-Dimethoxydecane",2.72E-06,3.14E-06,3.11E-06,2.47E-06,3.61E-06,3.15E-06,2.95E-06,3.75E-06,2.98E-06,2.54E-06,2.84E-06,2.69E-06,2.53E-06,3.42E-06,2.83E-06,3.60E-06,4.15E-06,3.84E-06
xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one,4.81E-05,6.63E-05,4.70E-05,7.86E-05,9.94E-05,3.72E-05,4.88E-05,6.31E-05,9.11E-05,0.000129107,0.000120202,9.31E-05,8.22E-05,0.000130557,9.28E-05,9.31E-05,6.05E-05,0.000140506
Dehydrooreadone,0.000119914,0.000114962,0.000142328,0.000140884,0.000137275,0.000149337,0.000144051,0.000142398,0.000136321,0.000139598,0.000130311,0.000135876,0.000158953,0.000141163,0.000125388,0.00015971,0.000160339,0.000147617
PS(14:0/14:1(9Z)),5.19E-06,5.54E-06,4.22E-06,4.28E-06,3.37E-06,5.06E-06,4.33E-06,3.45E-06,3.40E-06,2.24E-06,3.66E-06,2.10E-06,3.01E-06,2.74E-06,3.70E-06,7.60E-06,3.97E-06,1.58E-06
3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate,3.68E-05,2.85E-05,3.40E-05,2.72E-05,2.45E-05,2.06E-05,1.74E-05,7.45E-06,5.88E-06,4.15E-06,4.91E-06,3.45E-06,2.49E-06,5.23E-06,3.91E-06,2.84E-06,3.65E-06,4.46E-06
Tyrosine methylester,8.64E-06,6.03E-06,4.90E-06,7.71E-06,1.84E-05,5.59E-06,7.43E-06,4.36E-06,4.14E-06,6.85E-06,9.57E-06,5.77E-06,2.95E-06,1.22E-05,5.36E-06,7.81E-06,3.35E-06,6.82E-06
alpha-Carboxy-delta-nonalactone,0.000844364,0.001086146,0.000806176,0.000773697,0.001199095,0.000615555,0.000691964,0.000644923,0.000836694,0.000591472,0.000823676,0.000432009,0.0003416,0.000722788,0.00052441,0.000502597,0.000496353,0.000393087
20-dihydroxyleukotriene B4,5.22E-06,5.77E-06,9.66E-06,9.68E-06,8.72E-06,8.40E-06,1.11E-05,1.02E-05,1.06E-05,1.03E-05,7.54E-06,9.38E-06,9.17E-06,9.03E-06,6.92E-06,7.87E-06,1.09E-05,9.39E-06
Rockogenin,8.87E-06,8.31E-06,9.72E-06,1.24E-05,1.03E-05,1.08E-05,8.43E-06,8.76E-06,1.04E-05,2.00E-05,2.96E-05,1.41E-05,2.28E-05,1.46E-05,1.77E-05,1.89E-05,1.67E-05,2.86E-05
Setariol,1.05E-05,9.55E-06,1.34E-05,1.05E-05,7.39E-06,1.38E-05,1.08E-05,8.46E-06,4.91E-06,1.40E-05,2.01E-05,1.01E-05,1.62E-05,1.11E-05,1.14E-05,1.42E-05,1.66E-05,1.45E-05
Dioscoretine,4.00E-05,3.05E-05,4.64E-05,3.77E-05,3.43E-05,6.65E-05,6.18E-05,2.82E-05,3.26E-05,1.72E-05,1.92E-05,1.67E-05,1.17E-05,1.55E-05,3.45E-05,2.13E-05,2.94E-05,1.83E-05
"PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",2.70E-07,0,0,2.99E-05,0,1.00E-06,0,0,0,0,0,0,0,0,0,0,0,0
Panaxydol,3.07E-05,3.10E-05,3.54E-05,5.36E-05,3.03E-05,4.25E-05,3.51E-05,3.24E-05,4.40E-05,2.05E-05,3.73E-05,4.63E-05,3.48E-05,3.68E-05,2.85E-05,4.54E-05,4.14E-05,3.01E-05
Cytosine,1.21E-05,1.53E-05,1.62E-05,1.32E-05,1.41E-05,1.26E-05,1.49E-05,1.27E-05,1.41E-05,1.38E-05,1.01E-05,1.34E-05,1.35E-05,1.14E-05,1.26E-05,1.34E-05,1.44E-05,1.38E-05
Leukotriene B4 dimethylamide,3.48E-06,3.35E-06,3.22E-06,5.55E-06,4.97E-06,4.56E-06,3.97E-06,4.82E-06,6.92E-06,9.45E-07,4.36E-07,3.58E-07,0,1.05E-06,3.16E-07,0,1.66E-07,1.87E-07
Hernandulcin,1.67E-05,1.52E-05,2.49E-05,1.72E-05,2.39E-05,2.58E-05,1.74E-05,1.81E-05,1.61E-05,1.49E-05,2.50E-05,1.95E-05,1.72E-05,2.08E-05,3.14E-05,2.56E-05,1.46E-05,1.23E-05
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DG(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Erythroascorbic acid 1'-a-D-glucoside,7.38E-06,1.39E-05,1.23E-05,2.36E-05,3.68E-05,6.65E-06,6.48E-06,4.93E-07,2.60E-06,2.75E-05,6.38E-06,7.22E-05,4.07E-05,8.31E-05,6.60E-06,8.29E-05,0.000100355,4.60E-06
N-(2-Hydroxyethyl)-morpholine,5.01E-06,3.91E-06,3.42E-06,1.32E-05,7.16E-06,5.65E-06,3.22E-06,5.11E-06,6.48E-06,0,0,0,0,0,0,0,0,0
7-Acetoxy-6-methoxycoumarin,7.64E-06,4.63E-06,1.50E-05,1.57E-05,6.94E-06,1.38E-05,1.37E-05,9.67E-06,3.34E-06,1.40E-05,1.79E-05,1.69E-05,1.09E-05,3.43E-05,1.54E-05,2.59E-06,5.10E-06,1.23E-05
Exaltolide,0,0,0,0,0,0,0,0,0,4.00E-09,0,0,0,0,0,0,0,0
Humuladienone,4.88E-06,5.70E-06,6.08E-06,4.63E-06,4.59E-06,5.07E-06,4.24E-06,6.14E-06,6.24E-06,4.01E-06,4.52E-06,3.74E-06,3.80E-06,5.13E-06,5.49E-06,5.13E-06,4.31E-06,6.16E-06
Gymnodimine,8.46E-05,8.43E-05,5.77E-05,0.000120437,8.49E-05,7.09E-05,6.50E-05,8.66E-05,7.83E-05,4.60E-05,5.54E-05,5.06E-05,3.50E-05,4.28E-05,5.99E-05,4.09E-05,3.74E-05,4.09E-05
Diethanolamine,6.85E-07,7.48E-07,5.19E-07,5.49E-07,3.99E-07,3.30E-07,2.68E-07,5.78E-07,2.52E-07,1.92E-07,1.96E-07,5.55E-07,3.58E-07,4.09E-07,3.99E-07,8.49E-07,8.28E-07,3.58E-07
Oxyphencyclimine,6.83E-06,8.00E-06,7.49E-06,9.67E-06,6.64E-06,7.27E-06,6.65E-06,7.54E-06,5.55E-06,5.46E-08,6.78E-07,0,6.95E-08,1.26E-06,1.90E-07,1.29E-07,7.09E-07,2.57E-07
3-Methoxytyrosine,3.29E-06,4.05E-06,1.94E-06,1.79E-06,1.58E-06,3.53E-06,2.29E-06,2.15E-06,1.98E-06,3.04E-06,2.75E-06,1.42E-06,2.35E-06,1.66E-06,2.14E-06,1.87E-06,1.80E-06,2.05E-06
Nordihydrocapsiate,7.13E-06,8.23E-06,8.41E-06,4.76E-06,4.05E-06,8.25E-06,7.30E-06,2.85E-06,4.31E-06,4.96E-06,4.20E-06,3.17E-06,3.92E-06,5.26E-06,7.76E-06,4.37E-06,4.03E-06,3.75E-06
Glutathione,1.41E-05,1.22E-05,3.04E-05,2.59E-05,2.10E-05,2.61E-05,1.33E-05,2.83E-05,9.36E-06,7.26E-06,1.37E-05,5.20E-05,1.55E-05,2.73E-05,3.99E-05,2.11E-05,2.39E-05,2.82E-05
Niazirinin,0.000200374,0.000250492,0.000147302,0.000317408,0.000163363,0.000226077,5.90E-05,0.00036951,9.13E-05,0.000120003,0.000225014,0.000259185,0.000163747,0.000429981,0.000341135,0.000284581,0.000120336,0.000165494
"3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole",8.13E-06,8.33E-06,8.26E-06,8.30E-06,1.06E-05,8.40E-06,7.70E-06,7.58E-06,7.42E-06,7.40E-06,1.01E-05,7.99E-06,7.01E-06,9.15E-06,7.38E-06,7.04E-06,7.42E-06,7.73E-06
3'-N'-Acetylfusarochromanone,1.49E-05,1.17E-05,1.43E-05,2.75E-05,1.86E-05,1.97E-05,2.11E-05,1.56E-05,2.97E-05,1.65E-05,1.23E-05,1.80E-05,3.14E-05,9.83E-06,1.08E-05,1.49E-05,2.12E-05,2.87E-05
"(all-Z)-8,11,14-Heptadecatrienal",4.61E-06,1.76E-06,3.33E-06,1.24E-06,2.02E-06,1.75E-06,2.68E-06,9.67E-07,1.33E-06,5.59E-07,3.22E-06,1.48E-06,7.84E-07,1.23E-06,1.86E-06,3.77E-06,8.08E-07,1.07E-06
"(3E,5Z)-1,3,5-Heptatriene",1.55E-05,1.37E-05,1.40E-05,1.38E-05,1.51E-05,1.78E-05,1.38E-05,1.46E-05,1.33E-05,1.22E-05,1.21E-05,1.36E-05,1.39E-05,1.33E-05,1.27E-05,1.65E-05,1.61E-05,1.43E-05
Octyl phenylacetate,9.82E-05,9.23E-05,0.000125996,0.000123951,0.000128323,0.000122851,0.000124933,0.000106269,0.000114565,0.00011306,0.00010777,0.000117101,0.000135078,0.000120614,9.46E-05,0.000138167,0.000150522,0.000130685
5-(4'-Hydroxyphenyl)-gamma-valerolactone-4'-O-glucuronide,7.99E-06,6.47E-06,7.12E-06,9.97E-06,7.06E-06,9.69E-06,7.77E-06,7.48E-06,6.27E-06,0,0,3.53E-07,0,6.08E-07,2.56E-07,9.92E-07,7.71E-07,0
Perillic acid,5.67E-06,2.54E-06,3.55E-06,5.23E-06,6.29E-06,6.74E-06,1.08E-05,5.83E-06,3.73E-06,3.45E-06,5.12E-06,2.28E-06,3.72E-06,3.37E-06,4.56E-06,3.47E-06,3.43E-06,2.93E-06
Flunisolide,1.60E-06,4.37E-06,4.05E-06,1.70E-06,2.33E-06,2.79E-06,2.83E-06,3.13E-06,3.81E-07,1.38E-06,1.94E-06,2.11E-06,1.96E-07,3.90E-06,6.95E-07,5.35E-07,0,2.52E-07
"1,3-Diacetoxy-4,6,12-tetradecatriene-8,10-diyne",0,0,0,6.84E-08,6.95E-08,0,0,0,0,1.69E-05,5.21E-06,1.47E-05,1.11E-05,2.02E-05,8.21E-06,1.31E-05,4.81E-06,8.39E-06
Dodecanol,2.28E-05,2.32E-05,2.39E-05,2.49E-05,2.90E-05,2.48E-05,2.76E-05,2.71E-05,2.39E-05,2.32E-05,2.34E-05,2.49E-05,2.15E-05,2.65E-05,2.34E-05,2.92E-05,3.14E-05,2.82E-05
Netilmicin,3.77E-06,3.65E-06,2.62E-06,3.75E-06,3.74E-06,8.07E-06,5.44E-06,3.04E-06,2.43E-06,1.35E-05,1.49E-05,6.49E-06,5.86E-06,1.89E-05,5.10E-06,1.92E-05,6.93E-06,3.72E-06
2-Methylcyclohexanone,2.05E-05,1.47E-05,1.91E-05,1.53E-05,1.57E-05,1.79E-05,1.81E-05,1.47E-05,1.82E-05,1.54E-05,1.14E-05,1.15E-05,1.30E-05,1.33E-05,1.35E-05,1.50E-05,1.54E-05,1.44E-05
Tocopheronic acid,4.52E-07,4.32E-08,8.90E-07,6.31E-07,7.71E-07,4.69E-07,4.73E-07,8.61E-07,3.35E-08,1.72E-07,3.00E-07,1.86E-07,2.52E-07,1.85E-07,3.72E-07,4.10E-07,2.19E-07,2.92E-08
Diosbulbin D,6.56E-06,2.80E-06,4.59E-06,4.58E-06,1.95E-06,7.02E-06,1.12E-05,7.08E-06,4.77E-06,1.53E-07,9.79E-07,3.01E-05,2.02E-07,1.00E-06,0,5.50E-05,2.62E-06,1.60E-07
Morphinone,1.51E-05,1.66E-05,1.33E-05,1.67E-05,1.19E-05,1.74E-05,1.55E-05,1.22E-05,1.11E-05,2.28E-06,2.58E-06,1.66E-06,1.30E-06,4.13E-06,2.73E-06,2.99E-06,1.60E-06,1.34E-06
Antibiotic GR 95647X,3.51E-06,2.04E-06,0,4.30E-07,3.25E-06,7.67E-06,1.06E-06,1.88E-06,0,1.13E-05,4.40E-06,3.84E-06,4.36E-06,3.32E-06,4.37E-07,3.23E-06,0,0
Isoleucyl-Isoleucine,2.53E-09,2.78E-08,4.58E-08,4.57E-08,6.12E-08,1.69E-08,3.38E-08,8.96E-09,7.08E-08,0,2.97E-09,0,4.80E-09,2.32E-09,1.23E-08,9.72E-09,1.24E-08,0
Acoric acid,2.39E-06,2.49E-06,3.91E-06,6.71E-06,6.38E-06,3.49E-06,1.04E-06,4.07E-06,2.35E-06,4.17E-06,5.52E-06,6.53E-06,3.98E-06,7.41E-06,4.36E-06,5.03E-06,3.13E-06,4.73E-06
(E)-Casimiroedine,2.87E-05,6.06E-05,5.66E-05,1.41E-05,1.41E-05,3.07E-05,4.65E-05,2.43E-05,1.81E-05,3.70E-06,3.04E-05,2.84E-05,8.39E-06,1.85E-05,4.67E-05,7.37E-06,2.05E-05,1.83E-05
"PE(18:1(11Z)/22:2(13Z,16Z))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanacetol B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acebutolol,4.52E-06,3.01E-06,6.81E-06,7.95E-06,7.65E-06,5.76E-06,4.87E-06,4.96E-06,5.56E-06,2.69E-05,9.48E-06,1.99E-05,2.58E-05,2.79E-05,1.59E-05,3.08E-05,1.64E-05,2.02E-05
"3-(L-Menthoxy)-2-methylpropane-1,2-diol",1.66E-05,1.17E-05,1.68E-05,8.71E-06,1.57E-05,1.14E-05,1.81E-05,2.47E-05,1.03E-05,7.23E-06,8.20E-06,7.48E-06,1.02E-05,9.10E-06,1.72E-05,3.68E-05,8.00E-06,1.43E-05
Isosorbide Dinitrate,3.38E-05,2.62E-05,1.33E-05,2.40E-05,3.55E-05,2.53E-05,2.07E-05,1.93E-05,2.33E-05,2.01E-05,1.92E-05,1.62E-05,2.14E-05,2.25E-05,2.10E-05,1.45E-05,1.90E-05,2.32E-05
7alpha-hydroxy-3-oxochol-4-en-24-oic Acid,4.70E-05,7.78E-05,2.78E-05,0.000102495,7.21E-05,2.26E-05,8.29E-06,1.04E-05,3.39E-05,1.75E-05,3.35E-05,3.20E-06,3.51E-05,1.71E-05,3.64E-05,5.95E-05,1.06E-05,4.55E-06
Cotinine glucuronide,1.81E-06,1.76E-06,2.06E-06,2.26E-06,2.13E-06,1.90E-06,2.11E-06,1.75E-06,1.23E-06,1.48E-06,6.74E-06,2.24E-06,1.32E-06,2.42E-06,3.82E-06,2.84E-06,1.86E-06,1.68E-06
Neochlorogenin,1.98E-05,2.19E-05,2.07E-05,1.90E-05,1.62E-05,2.58E-05,2.33E-05,2.05E-05,1.18E-05,1.56E-05,2.46E-05,1.19E-05,1.78E-05,2.04E-05,2.30E-05,2.05E-05,2.58E-05,1.83E-05
Marmelolactone A,6.40E-06,6.28E-06,7.07E-06,7.27E-06,6.46E-06,6.94E-06,7.13E-06,7.23E-06,6.87E-06,6.08E-06,5.12E-06,6.21E-06,5.82E-06,6.52E-06,5.80E-06,6.34E-06,6.48E-06,6.27E-06
Tanacetol A,3.78E-07,3.68E-07,2.49E-06,1.27E-05,4.74E-07,4.21E-06,3.51E-07,1.31E-06,1.73E-07,0,4.21E-07,1.15E-05,1.14E-06,5.36E-07,3.23E-07,2.44E-05,7.54E-06,0
Nicotine glucuronide,1.43E-05,1.61E-05,3.56E-05,4.94E-05,3.50E-05,3.50E-05,2.23E-05,2.41E-05,6.70E-06,1.58E-05,5.18E-05,6.30E-05,2.71E-05,4.14E-05,2.43E-05,0.000102113,6.60E-05,2.45E-05
L-Leucine,3.02E-06,2.97E-06,3.07E-06,2.22E-06,2.90E-06,2.47E-06,2.84E-06,2.43E-06,1.53E-06,2.64E-06,1.60E-06,2.07E-06,2.10E-06,1.95E-06,1.85E-06,1.67E-06,1.65E-06,1.75E-06
Hydroxymyricanone,6.35E-06,8.12E-06,7.03E-06,6.38E-06,1.26E-05,8.09E-06,7.53E-06,6.52E-06,7.14E-06,1.09E-05,8.94E-06,8.10E-06,2.99E-06,9.54E-06,9.95E-06,5.48E-06,3.99E-06,9.10E-06
